Player,Club,League,Group,Goals/90,Assists/90,(Goals+Assists)/90,Non-Penalty Goals/90,(Non-Penalty Goals + Assists)/90,Expected Goals/90,Expected Assists/90,(Expected Goals + Expected Assists)/90,Non-Penalty Expected Goals/90,(Non-Penalty Expected Goals + Expected Assists)/90,Progressive Carries,Progressive Passes,Progressive Passes Received
Aurélien Tchouaméni,Real Madrid,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.07,0.06,0.07,19,154,13
Álvaro Tejero,Espanyol,La Liga,Midfielder,0.07,0.29,0.36,0.07,0.36,0.04,0.21,0.26,0.04,0.26,27,46,72
Mathys Tel,Tottenham,Premier League,Attacker,0.2,0.1,0.3,0.1,0.2,0.29,0.25,0.55,0.22,0.47,28,21,72
Nathan Tella,Leverkusen,Bundesliga,Midfielder,0.13,0.26,0.4,0.13,0.4,0.2,0.1,0.31,0.2,0.31,38,22,130
Nahuel Tenaglia,Alavés,La Liga,Defender,0.06,0.03,0.09,0.06,0.09,0.07,0.05,0.12,0.07,0.12,42,103,98
Casper Tengstedt,Hellas Verona,Serie A,Attacker,0.36,0.06,0.42,0.3,0.36,0.31,0.05,0.37,0.27,0.32,29,29,85
Ramón Terrats,Getafe,La Liga,Midfielder,0.3,0.07,0.37,0.3,0.37,0.16,0.19,0.35,0.16,0.35,8,36,37
Tanner Tessmann,Lyon,Ligue 1,Midfielder,0.07,0.0,0.07,0.07,0.07,0.07,0.05,0.11,0.07,0.11,11,56,27
Kenny Tete,Fulham,Premier League,Defender,0.0,0.1,0.1,0.0,0.1,0.07,0.05,0.12,0.07,0.12,34,63,54
Florian Thauvin,Udinese,Serie A,Attacker,0.37,0.14,0.51,0.32,0.46,0.37,0.18,0.55,0.26,0.44,92,90,148
Arthur Theate,Eint Frankfurt,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.11,0.08,0.11,50,171,24
Malick Thiaw,Milan,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,12,89,1
Sorba Thomas,Nantes,Ligue 1,Attacker,0.07,0.2,0.27,0.07,0.27,0.1,0.25,0.35,0.1,0.35,41,34,93
Luke Thomas,Leicester City,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,5,37,16
Adrien Thomasson,Lens,Ligue 1,Midfielder,0.1,0.24,0.34,0.1,0.34,0.2,0.21,0.41,0.2,0.41,30,149,138
Morten Thorsby,Genoa,Serie A,Midfielder,0.0,0.05,0.05,0.0,0.05,0.13,0.1,0.23,0.13,0.23,24,58,76
Marcus Thuram,Inter,Serie A,Attacker,0.55,0.16,0.71,0.55,0.71,0.39,0.17,0.56,0.39,0.56,62,53,170
Khéphren Thuram,Juventus,Serie A,Midfielder,0.15,0.19,0.35,0.15,0.35,0.13,0.14,0.28,0.13,0.28,74,123,52
Youri Tielemans,Aston Villa,Premier League,Midfielder,0.09,0.21,0.3,0.09,0.3,0.1,0.21,0.31,0.07,0.28,39,235,48
Phillip Tietz,Augsburg,Bundesliga,Attacker,0.37,0.11,0.48,0.32,0.43,0.33,0.07,0.39,0.28,0.35,8,29,113
Jurriën Timber,Arsenal,Premier League,Defender,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,57,146,104
Jean-Clair Todibo,West Ham,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,9,38,5
Corentin Tolisso,Lyon,Ligue 1,Midfielder,0.27,0.15,0.43,0.27,0.43,0.21,0.19,0.4,0.21,0.4,31,166,133
Fikayo Tomori,Milan,Serie A,Defender,0.0,0.06,0.06,0.0,0.06,0.0,0.04,0.05,0.0,0.05,8,63,3
Tiago Tomás,Wolfsburg,Bundesliga,Attacker,0.29,0.05,0.33,0.29,0.33,0.26,0.13,0.38,0.26,0.38,31,50,125
Sandro Tonali,Newcastle Utd,Premier League,Midfielder,0.14,0.07,0.21,0.14,0.21,0.15,0.07,0.22,0.15,0.22,37,128,53
Ferrán Torres,Barcelona,La Liga,Attacker,0.81,0.49,1.3,0.81,1.3,0.65,0.25,0.9,0.65,0.9,23,35,98
Pau Torres,Aston Villa,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,40,97,8
David Torres,Valladolid,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,11,37,3
Lucas Torró,Osasuna,La Liga,Midfielder,0.09,0.0,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11,10,109,30
Abdoulaye Touré,Le Havre,Ligue 1,Midfielder,0.39,0.04,0.43,0.08,0.12,0.37,0.02,0.38,0.08,0.1,17,109,28
Hamed Junior Traorè,Auxerre,Ligue 1,Midfielder,0.43,0.09,0.52,0.43,0.52,0.34,0.12,0.46,0.34,0.46,66,99,146
Omar Traoré,Heidenheim,Bundesliga,Defender,0.0,0.03,0.03,0.0,0.03,0.02,0.06,0.07,0.02,0.07,103,117,115
Adama Traoré,Fulham,Premier League,Attacker,0.1,0.36,0.46,0.1,0.46,0.2,0.25,0.45,0.2,0.45,100,68,161
Philipp Treu,St. Pauli,Bundesliga,Midfielder,0.0,0.06,0.06,0.0,0.06,0.04,0.08,0.12,0.04,0.12,58,105,117
Christopher Trimmel,Union Berlin,Bundesliga,Defender,0.0,0.16,0.16,0.0,0.16,0.01,0.11,0.12,0.01,0.12,18,73,45
Kieran Trippier,Newcastle Utd,Premier League,Defender,0.0,0.21,0.21,0.0,0.21,0.01,0.1,0.1,0.01,0.1,26,117,58
Leandro Trossard,Arsenal,Premier League,Attacker,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,80,101,226
Adrien Truffert,Rennes,Ligue 1,Defender,0.07,0.07,0.13,0.07,0.13,0.08,0.11,0.18,0.08,0.18,69,104,243
Viktor Tsyhankov,Girona,La Liga,Attacker,0.09,0.24,0.33,0.09,0.33,0.13,0.18,0.31,0.13,0.31,62,65,195
Axel Tuanzebe,Ipswich Town,Premier League,Defender,0.0,0.05,0.05,0.0,0.05,0.01,0.02,0.03,0.01,0.03,10,61,15
Beñat Turrientes,Real Sociedad,La Liga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.07,0.05,0.07,18,42,28
Tuta,Eint Frankfurt,Bundesliga,Defender,0.08,0.04,0.12,0.08,0.12,0.04,0.01,0.06,0.04,0.06,11,78,12
César Tárrega,Valencia,La Liga,Defender,0.06,0.0,0.06,0.06,0.06,0.06,0.0,0.06,0.06,0.06,20,79,1
Christantus Uche,Getafe,La Liga,Attacker,0.14,0.22,0.36,0.14,0.36,0.14,0.1,0.24,0.14,0.24,43,49,148
Destiny Udogie,Tottenham,Premier League,Defender,0.0,0.05,0.05,0.0,0.05,0.01,0.07,0.08,0.01,0.08,54,121,94
Manuel Ugarte,Manchester Utd,Premier League,Midfielder,0.05,0.1,0.15,0.05,0.15,0.05,0.06,0.11,0.05,0.11,16,61,20
Lesley Ugochukwu,Southampton,Premier League,Midfielder,0.05,0.05,0.11,0.05,0.11,0.05,0.06,0.1,0.05,0.1,29,49,20
Lukas Ullrich,Gladbach,Bundesliga,Defender,0.05,0.09,0.14,0.05,0.14,0.04,0.09,0.13,0.04,0.13,31,39,71
Deniz Undav,Stuttgart,Bundesliga,Attacker,0.47,0.16,0.63,0.47,0.63,0.61,0.19,0.79,0.61,0.79,31,70,141
Dayot Upamecano,Bayern Munich,Bundesliga,Defender,0.1,0.0,0.1,0.1,0.1,0.06,0.03,0.09,0.06,0.09,17,137,4
Josha Vagnoman,Stuttgart,Bundesliga,Defender,0.05,0.05,0.1,0.05,0.1,0.07,0.1,0.17,0.07,0.17,24,47,96
Lautaro Valenti,Parma,Serie A,Defender,0.06,0.0,0.06,0.06,0.06,0.01,0.01,0.02,0.01,0.02,3,28,3
Nicolás Valentini,Hellas Verona,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.09,0.03,0.09,4,42,1
Óscar Valentín,Rayo Vallecano,La Liga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,13,86,8
Emanuele Valeri,Parma,Serie A,Defender,0.06,0.19,0.25,0.03,0.22,0.06,0.15,0.21,0.03,0.18,79,93,109
Martin Valjent,Mallorca,La Liga,Defender,0.1,0.0,0.1,0.1,0.1,0.03,0.0,0.03,0.03,0.03,23,91,17
Álex Valle,Como,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.08,0.03,0.08,19,44,30
Federico Valverde,Real Madrid,La Liga,Midfielder,0.18,0.12,0.3,0.18,0.3,0.08,0.09,0.17,0.08,0.17,66,226,76
Vanderson,Monaco,Ligue 1,Defender,0.04,0.13,0.17,0.04,0.17,0.1,0.14,0.23,0.1,0.23,57,102,151
Jamie Vardy,Leicester City,Premier League,Attacker,0.29,0.13,0.41,0.26,0.38,0.36,0.1,0.45,0.31,0.4,29,22,120
Denis Vavro,Wolfsburg,Bundesliga,Defender,0.07,0.0,0.07,0.07,0.07,0.05,0.01,0.06,0.05,0.06,9,96,3
José Luis García Vayá,Valencia,La Liga,Midfielder,0.1,0.1,0.21,0.0,0.1,0.11,0.11,0.22,0.03,0.14,13,142,19
Jesus Vazquez,Valencia,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.08,0.01,0.08,32,21,48
Renato Veiga,Juventus,Serie A,Defender,0.0,0.08,0.08,0.0,0.08,0.08,0.0,0.09,0.08,0.09,9,40,0
Miloš Veljković,Werder Bremen,Bundesliga,Defender,0.0,0.09,0.09,0.0,0.09,0.05,0.01,0.06,0.05,0.06,9,64,2
Joël Veltman,Brighton,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.05,0.02,0.05,32,85,34
Micky van de Ven,Tottenham,Premier League,Defender,0.0,0.18,0.18,0.0,0.18,0.05,0.1,0.15,0.05,0.15,8,51,1
Jordan Veretout,Lyon,Ligue 1,Midfielder,0.12,0.0,0.12,0.12,0.12,0.11,0.04,0.14,0.11,0.14,35,99,60
Arthur Vermeeren,RB Leipzig,Bundesliga,Midfielder,0.0,0.11,0.11,0.0,0.11,0.02,0.05,0.07,0.02,0.07,14,77,20
Mikel Vesga,Athletic Club,La Liga,Midfielder,0.0,0.0,0.0,0.0,0.0,0.11,0.09,0.2,0.04,0.13,10,64,22
Jannik Vestergaard,Leicester City,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,3,32,2
Carlos Vicente,Alavés,La Liga,Attacker,0.15,0.15,0.29,0.12,0.26,0.1,0.16,0.26,0.08,0.24,104,68,226
Nicolas Viola,Cagliari,Serie A,Attacker,0.21,0.07,0.28,0.21,0.28,0.16,0.14,0.29,0.16,0.29,21,46,70
Mattia Viti,Empoli,Serie A,Defender,0.03,0.0,0.03,0.03,0.03,0.03,0.01,0.03,0.03,0.03,17,86,10
Viti,Las Palmas,La Liga,Defender,0.0,0.09,0.09,0.0,0.09,0.0,0.06,0.06,0.0,0.06,43,44,65
Vitinha,Paris S-G,Ligue 1,Midfielder,0.22,0.04,0.26,0.13,0.18,0.15,0.11,0.27,0.08,0.2,53,224,57
Daniel Vivian,Athletic Club,La Liga,Defender,0.14,0.0,0.14,0.14,0.14,0.07,0.01,0.08,0.07,0.08,36,185,6
Dušan Vlahović,Juventus,Serie A,Attacker,0.5,0.2,0.71,0.3,0.5,0.62,0.07,0.69,0.46,0.53,27,22,117
Nikola Vlašić,Torino,Serie A,Midfielder,0.21,0.17,0.38,0.13,0.3,0.14,0.1,0.25,0.08,0.18,53,94,110
Kevin Vogt,Union Berlin,Bundesliga,Defender,0.07,0.0,0.07,0.0,0.0,0.05,0.0,0.05,0.0,0.0,11,70,2
Mërgim Vojvoda,Torino,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.07,0.03,0.07,18,64,34
Stefan de Vrij,Inter,Serie A,Defender,0.16,0.0,0.16,0.16,0.16,0.06,0.0,0.06,0.06,0.06,11,76,5
Johan Vásquez,Genoa,Serie A,Defender,0.09,0.0,0.09,0.09,0.09,0.07,0.01,0.08,0.07,0.08,37,96,12
Lucas Vázquez,Real Madrid,La Liga,Defender,0.04,0.21,0.25,0.04,0.25,0.06,0.19,0.25,0.06,0.25,37,99,194
Alejo Véliz,Espanyol,La Liga,Attacker,0.08,0.0,0.08,0.08,0.08,0.18,0.04,0.22,0.18,0.22,2,8,27
Hauke Wahl,St. Pauli,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,30,142,10
Kyle Walker,Manchester City,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,12,64,11
Kyle Walker-Peters,Southampton,Premier League,Defender,0.0,0.06,0.06,0.0,0.06,0.03,0.09,0.11,0.03,0.11,114,139,144
Sebastian Walukiewicz,Torino,Serie A,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,25,80,31
Aaron Wan-Bissaka,West Ham,Premier League,Defender,0.06,0.14,0.2,0.06,0.2,0.03,0.1,0.14,0.03,0.14,110,149,167
Paul Wanner,Heidenheim,Bundesliga,Midfielder,0.15,0.1,0.25,0.1,0.2,0.19,0.06,0.25,0.15,0.21,28,64,65
James Ward-Prowse,West Ham,Premier League,Midfielder,0.09,0.09,0.17,0.09,0.17,0.14,0.17,0.31,0.14,0.31,11,54,9
Ollie Watkins,Aston Villa,Premier League,Attacker,0.55,0.28,0.83,0.48,0.76,0.53,0.12,0.65,0.48,0.59,55,31,165
Timothy Weah,Juventus,Serie A,Defender,0.27,0.11,0.38,0.27,0.38,0.19,0.09,0.28,0.19,0.28,45,56,120
Julian Weigl,Gladbach,Bundesliga,Midfielder,0.0,0.06,0.06,0.0,0.06,0.02,0.03,0.06,0.02,0.06,11,122,9
Mitchell Weiser,Werder Bremen,Bundesliga,Defender,0.16,0.28,0.44,0.16,0.44,0.17,0.15,0.32,0.17,0.32,65,125,200
Noah Weißhaupt,St. Pauli,Bundesliga,Attacker,0.08,0.0,0.08,0.08,0.08,0.16,0.14,0.3,0.16,0.3,42,33,94
Danny Welbeck,Brighton,Premier League,Attacker,0.43,0.17,0.6,0.38,0.55,0.41,0.06,0.46,0.37,0.43,21,47,95
Adam Wharton,Crystal Palace,Premier League,Midfielder,0.0,0.14,0.14,0.0,0.14,0.03,0.21,0.23,0.03,0.23,14,107,11
Ben White,Arsenal,Premier League,Defender,0.0,0.15,0.15,0.0,0.15,0.03,0.1,0.14,0.03,0.14,23,59,42
Mats Wieffer,Brighton,Premier League,Defender,0.09,0.27,0.35,0.09,0.35,0.07,0.14,0.21,0.07,0.21,18,62,23
Iñaki Williams,Athletic Club,La Liga,Attacker,0.2,0.27,0.48,0.2,0.48,0.26,0.27,0.52,0.26,0.52,107,76,302
Neco Williams,Nott'ham Forest,Premier League,Defender,0.03,0.1,0.14,0.03,0.14,0.08,0.05,0.13,0.08,0.13,68,89,103
Nico Williams,Athletic Club,La Liga,Attacker,0.23,0.23,0.45,0.23,0.45,0.19,0.16,0.35,0.19,0.35,118,69,254
Joe Willock,Newcastle Utd,Premier League,Midfielder,0.0,0.17,0.17,0.0,0.17,0.14,0.18,0.31,0.14,0.31,38,41,86
Harry Wilson,Fulham,Premier League,Attacker,0.46,0.08,0.54,0.46,0.54,0.33,0.09,0.41,0.33,0.41,22,51,96
Patrick Wimmer,Wolfsburg,Bundesliga,Midfielder,0.15,0.2,0.36,0.15,0.36,0.19,0.15,0.34,0.19,0.34,46,91,75
Jonas Wind,Wolfsburg,Bundesliga,Attacker,0.41,0.14,0.55,0.37,0.5,0.26,0.19,0.45,0.18,0.37,17,100,94
Harry Winks,Leicester City,Premier League,Midfielder,0.0,0.12,0.12,0.0,0.12,0.01,0.07,0.09,0.01,0.09,19,101,11
Koni De Winter,Genoa,Serie A,Defender,0.13,0.0,0.13,0.13,0.13,0.09,0.01,0.1,0.09,0.1,10,56,10
Florian Wirtz,Leverkusen,Bundesliga,Midfielder,0.38,0.46,0.84,0.31,0.77,0.36,0.27,0.63,0.23,0.5,131,176,309
Yoane Wissa,Brentford,Premier League,Attacker,0.59,0.12,0.71,0.59,0.71,0.57,0.08,0.65,0.57,0.65,60,67,154
Dani de Wit,Bochum,Bundesliga,Midfielder,0.16,0.08,0.23,0.16,0.23,0.17,0.04,0.21,0.17,0.21,5,33,37
Maximilian Wittek,Bochum,Bundesliga,Defender,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.19,0.04,0.19,47,141,83
Marius Wolf,Augsburg,Bundesliga,Defender,0.04,0.13,0.17,0.04,0.17,0.03,0.14,0.16,0.03,0.16,36,117,95
Nick Woltemade,Stuttgart,Bundesliga,Attacker,0.67,0.11,0.78,0.55,0.67,0.57,0.25,0.82,0.44,0.7,31,52,141
Jeong Woo-yeong,Union Berlin,Bundesliga,Midfielder,0.21,0.14,0.36,0.21,0.36,0.2,0.12,0.31,0.2,0.31,32,63,93
Chris Wood,Nott'ham Forest,Premier League,Attacker,0.61,0.09,0.7,0.52,0.61,0.41,0.08,0.49,0.34,0.42,14,42,94
Christopher Wooh,Rennes,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.09,0.08,0.09,14,59,2
Luke Woolfenden,Ipswich Town,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,15,0
Granit Xhaka,Leverkusen,Bundesliga,Midfielder,0.06,0.22,0.28,0.06,0.28,0.03,0.14,0.17,0.03,0.17,42,318,72
Lamine Yamal,Barcelona,La Liga,Attacker,0.28,0.41,0.69,0.28,0.69,0.31,0.44,0.75,0.31,0.75,181,160,433
Yehor Yarmoliuk,Brentford,Premier League,Midfielder,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,15,63,47
Ryan Yates,Nott'ham Forest,Premier League,Midfielder,0.09,0.05,0.14,0.09,0.14,0.11,0.05,0.16,0.11,0.16,18,53,16
John Yeboah,Venezia,Serie A,Attacker,0.07,0.07,0.15,0.07,0.15,0.22,0.14,0.36,0.22,0.36,50,42,88
Leny Yoro,Manchester Utd,Premier League,Defender,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,19,52,4
Ashley Young,Everton,Premier League,Defender,0.05,0.14,0.19,0.05,0.19,0.01,0.11,0.12,0.01,0.12,24,90,32
Bertuğ Yıldırım,Getafe,La Liga,Attacker,0.08,0.0,0.08,0.08,0.08,0.21,0.1,0.31,0.21,0.31,8,14,48
Kenan Yıldız,Juventus,Serie A,Attacker,0.26,0.15,0.41,0.26,0.41,0.16,0.19,0.35,0.16,0.35,115,121,223
Illia Zabarnyi,Bournemouth,Premier League,Defender,0.0,0.03,0.03,0.0,0.03,0.04,0.02,0.06,0.04,0.06,27,140,4
Mattia Zaccagni,Lazio,Serie A,Attacker,0.27,0.2,0.47,0.2,0.4,0.22,0.15,0.37,0.16,0.32,91,114,264
Denis Zakaria,Monaco,Ligue 1,Midfielder,0.25,0.17,0.42,0.17,0.34,0.22,0.06,0.28,0.15,0.21,27,113,36
Francesco Zampano,Venezia,Serie A,Defender,0.05,0.11,0.16,0.05,0.16,0.05,0.04,0.1,0.05,0.1,42,41,85
Alessandro Zanoli,Genoa,Serie A,Attacker,0.05,0.0,0.05,0.05,0.05,0.02,0.08,0.11,0.02,0.11,65,27,90
Gabriele Zappa,Cagliari,Serie A,Defender,0.06,0.0,0.06,0.06,0.06,0.03,0.11,0.13,0.03,0.13,57,146,82
Davide Zappacosta,Atalanta,Serie A,Defender,0.17,0.09,0.26,0.17,0.26,0.1,0.09,0.19,0.1,0.19,67,107,139
Bryan Zaragoza,Osasuna,La Liga,Attacker,0.05,0.29,0.34,0.05,0.34,0.13,0.16,0.29,0.13,0.29,105,50,140
Anass Zaroury,Lens,Ligue 1,Attacker,0.13,0.13,0.26,0.13,0.26,0.11,0.18,0.29,0.11,0.29,49,65,107
Warren Zaïre-Emery,Paris S-G,Ligue 1,Midfielder,0.04,0.09,0.13,0.04,0.13,0.07,0.06,0.14,0.07,0.14,49,135,92
David Zec,Holstein Kiel,Bundesliga,Defender,0.12,0.0,0.12,0.12,0.12,0.07,0.03,0.1,0.07,0.1,3,34,2
Jordan Zemura,Udinese,Serie A,Defender,0.06,0.13,0.19,0.06,0.19,0.07,0.06,0.13,0.07,0.13,25,42,76
Alessio Zerbin,Venezia,Serie A,Defender,0.06,0.06,0.12,0.06,0.12,0.11,0.12,0.23,0.11,0.23,53,54,70
Cedric Zesiger,Augsburg,Bundesliga,Defender,0.0,0.15,0.15,0.0,0.15,0.09,0.09,0.18,0.09,0.18,4,40,7
Nathan Zeze,Nantes,Ligue 1,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,2,46,0
Edon Zhegrova,Lille,Ligue 1,Attacker,0.37,0.09,0.46,0.37,0.46,0.21,0.21,0.41,0.21,0.41,37,54,81
Piotr Zieliński,Inter,Serie A,Midfielder,0.18,0.18,0.37,0.0,0.18,0.24,0.08,0.32,0.1,0.18,26,65,24
Joshua Zirkzee,Manchester Utd,Premier League,Attacker,0.19,0.06,0.26,0.19,0.26,0.31,0.1,0.41,0.31,0.41,14,44,69
Budu Zivzivadze,Heidenheim,Bundesliga,Attacker,0.19,0.28,0.47,0.19,0.47,0.16,0.14,0.3,0.16,0.3,11,20,43
Nadir Zortea,Cagliari,Serie A,Defender,0.2,0.07,0.27,0.2,0.27,0.1,0.08,0.18,0.1,0.18,69,63,144
Yanis Zouaoui,Le Havre,Ligue 1,Defender,0.0,0.18,0.18,0.0,0.18,0.01,0.27,0.28,0.01,0.28,33,32,33
Igor Zubeldia,Real Sociedad,La Liga,Defender,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,22,101,3
Martín Zubimendi,Real Sociedad,La Liga,Midfielder,0.06,0.03,0.09,0.06,0.09,0.08,0.03,0.11,0.08,0.11,38,195,43
Hugo Álvarez,Celta Vigo,La Liga,Midfielder,0.23,0.17,0.4,0.23,0.4,0.14,0.07,0.21,0.14,0.21,74,60,171
Edson Álvarez,West Ham,Premier League,Midfielder,0.0,0.05,0.05,0.0,0.05,0.02,0.04,0.06,0.02,0.06,24,85,18
Julián Álvarez,Atlético Madrid,La Liga,Attacker,0.61,0.14,0.75,0.47,0.61,0.51,0.19,0.7,0.39,0.59,79,92,162
Yeray Álvarez,Athletic Club,La Liga,Defender,0.05,0.0,0.05,0.05,0.05,0.02,0.01,0.04,0.02,0.04,19,105,0
Hakan Çalhanoğlu,Inter,Serie A,Midfielder,0.23,0.28,0.51,0.09,0.37,0.2,0.26,0.46,0.06,0.32,52,173,51
Zeki Çelik,Roma,Serie A,Defender,0.0,0.08,0.08,0.0,0.08,0.02,0.07,0.09,0.02,0.09,28,106,93
Éderson,Atalanta,Serie A,Midfielder,0.12,0.03,0.16,0.12,0.16,0.13,0.14,0.26,0.13,0.26,40,216,79
Saúl Ñíguez,Sevilla,La Liga,Midfielder,0.06,0.35,0.41,0.06,0.41,0.16,0.14,0.31,0.16,0.31,13,66,39
Orri Steinn Óskarsson,Real Sociedad,La Liga,Attacker,0.29,0.0,0.29,0.29,0.29,0.5,0.02,0.52,0.5,0.52,6,9,50
Martin Ødegaard,Arsenal,Premier League,Midfielder,0.12,0.31,0.43,0.08,0.39,0.19,0.21,0.4,0.16,0.37,92,258,154
Leo Skiri Østigård,Rennes,Ligue 1,Defender,0.07,0.0,0.07,0.07,0.07,0.05,0.02,0.07,0.05,0.07,3,50,1
Duje Ćaleta-Car,Lyon,Ligue 1,Defender,0.06,0.0,0.06,0.06,0.06,0.12,0.01,0.13,0.12,0.13,4,46,0
Milan Đurić,Monza,Serie A,Attacker,0.28,0.07,0.35,0.28,0.35,0.21,0.08,0.28,0.21,0.28,2,21,30
Benjamin Šeško,RB Leipzig,Bundesliga,Attacker,0.49,0.19,0.68,0.42,0.61,0.38,0.08,0.46,0.32,0.4,47,46,141
Marin Šverko,Venezia,Serie A,Defender,0.08,0.0,0.08,0.08,0.08,0.03,0.03,0.05,0.03,0.05,8,38,1
